sum.taxonomy	K0526_B2	K0526_C3	K0526_G5	K0527_A1	K0527_B2	K0527_C3	K0527_E4	K0527_K6	K0527_L7	K0527_T9	K0528_A1	K0528_E4	K0528_G5	K0528_K6	K0528_T9	K0529_A1	K0529_B2	K0529_C3	K0529_G5	K0529_K6	K0529_L7	K0529_M8	K0529_T9	K0530_A1	K0530_B2	K0530_C3	K0530_E4	K0530_K6	K0530_L7	K0530_M8	K0539_L7	K0585_T9	K0593_A1	K0593_C3	K0593_E4	K0593_G5	K0593_L7	K0593_T9	K0594_A1	K0594_E4	K0594_L7	K0594_T9	K0595_A1	K0595_B2	K0595_G5	K0595_L7	K0595_M8	K0595_T9	K0596_B2	K0596_C3	K0596_E4	K0596_G5	K0596_L7	K0596_T9	K0597_E4	K0597_K6	K0597_L7	K0597_M8	K0597_T9	K0599_A1	K0599_E4	K0599_G5	K0599_K6	K0599_L7	K0599_M8	K0599_T9	K0672_A1	K0672_B2	K0672_C3	K0672_G5	K0672_T9	K0673_A1	K0673_G5	K0674_E4	K0674_G5	K0674_M8	K0676_B2	K0676_M8	K0676_T9	K0677_A1	K0677_B2	K0677_E4	K0677_L7	K0678_B2	K0678_E4	K0678_K6	K0678_L7	K0679_B2	K0679_M8	K0701_C3	K0593_K6	K0593_M8	K0595_K6	K0596_K6	K0597_C3	POUR_1	POUR_12	POUR_13	POUR_14	POUR_145	POUR_146	POUR_16	POUR_17	POUR_18	POUR_19	POUR_2	POUR_20	POUR_21	POUR_22	POUR_23	POUR_24	POUR_25	POUR_26	POUR_27	POUR_28	POUR_29	POUR_3	POUR_30	POUR_31	POUR_32	POUR_33	POUR_34	POUR_35	POUR_36	POUR_37	POUR_38	POUR_39	POUR_4	POUR_40	POUR_41	POUR_42	POUR_43	POUR_44	POUR_45	POUR_46	POUR_48	POUR_49	POUR_5	POUR_6	POUR_7	POUR_8	POUR_9
Ciliophora;Litostomatea;Haptorida;unknown;unknown;unknown	0	6	0	0	0	0	0	0	0	5	0	32	0	0	44	7	0	11	0	15	0	0	0	0	0	27	0	106	40	27	0	0	0	14	0	0	0	0	0	5	0	14	0	50	212	46	10	0	0	8	0	0	0	0	0	0	0	24	0	0	0	70	3	0	0	379	0	0	0	17	0	21	0	0	8	0	0	0	0	0	5	0	0	0	5	0	0	0	5	0	0	0	7	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	6	0	5	13	0	24	20	0	0	0	0	10	0	0	0	0	0	0
Ciliophora;Litostomatea;Pleurostomatida;Litonotidae;Loxophyllum;Loxophyllum utriculariae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	13	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	9	0	246	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ciliophora;Litostomatea;Pleurostomatida;Litonotidae;Loxophyllum;unknown	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	0	0	0	7	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ciliophora;Litostomatea;Pleurostomatida;Litonotidae;unknown;unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	2	0	0	0	0	0	0	10	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ciliophora;Litostomatea;Pleurostomatida;unknown;unknown;unknown	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	4	0	0	0	0	0	5	3	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	5	0	0	0	0	10	0	0	0	0	0	4	0	0	0	0	0	0	0	0	5	0	0	0	31	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	28	0	0	1	0	1	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ciliophora;Litostomatea;unknown;unknown;unknown;unknown	0	0	0	0	0	0	0	0	0	0	2	70	0	0	32	0	0	0	0	15	0	0	0	0	0	0	0	77	5	0	0	0	0	87	0	0	18	0	0	0	0	1	0	158	37	39	3	33	3	0	0	0	0	0	0	0	0	16	0	0	0	43	0	11	5	20	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	8	9	0	5	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	1	0	9	0	0	0	0	0	0	0	0	0	0	0
Ciliophora;Nassophorea;Nassulida;Nassulidae;Nassula;Nassula labiata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ciliophora;Nassophorea;Synhymeniida;Orthodonellidae;unknown;unknown	6	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	17	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ciliophora;Nassophorea;Synhymeniida;unknown;unknown;unknown	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	22	41	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ciliophora;Nassophorea;unknown;unknown;unknown;Nassophorea sp. bTTo1	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	12	0	0	0	0	4	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	23	0	0	0	0	5	0	0	0	0	53	0	0	0	0	0	1	0	0	0	77	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	17	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ciliophora;Odontostomatea;Odontostomatida;Epalxellidae;Epalxella;Epalxella antiquorum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	8	0	11	0	7	14	0	0	0	0	0	0	5	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ciliophora;Oligohymenophorea;Hymenostomatida;Tetrahymenidae;Tetrahymena;unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	5	0	0	0	0	29	0	0	0	194	5	25	0	127	0	0	0	14	0	0	0	0	0	7	0	6	0	0	0	14	0	0	0	0	0	0	0	0	0	5	0	0	5	0	0	0	0	0	0	0	27	0	0	0	13	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	27	0	0	5	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	29	0	0	0	0	0	0
Ciliophora;Oligohymenophorea;Hymenostomatida;unknown;unknown;unknown	0	3	18	7	0	0	0	0	11	6	0	0	0	0	0	0	4	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	12	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	61	6	0	2	0	0	0	0	0	0	0	0	0	0	0
Ciliophora;Oligohymenophorea;Mobilida;Trichodinidae;Trichodina;Trichodina unionis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ciliophora;Oligohymenophorea;Peniculida;Frontoniidae;Frontonia;Frontonia pusilla	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	14	59	34	0	0	0	0	0	0	80	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ciliophora;Oligohymenophorea;Peniculida;Frontoniidae;Frontonia;Frontonia sp.	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	26	0	0	0	0	11	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	2	0	0	10	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ciliophora;Oligohymenophorea;Peniculida;Frontoniidae;Frontonia;Frontonia sp. 4 WS-2014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	31	0	0	41	4	151	1	0	0	25	0	0	0	0	0	0	0	60	0	41	0	0	0	0	0	94	0	0	0	12	45	152	0	17	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	27	0	0	0	0	0	0	0	0	0	0
Ciliophora;Oligohymenophorea;Peniculida;Frontoniidae;Frontonia;unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	159	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	5	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	52	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ciliophora;Oligohymenophorea;Peniculida;Frontoniidae;unknown;Frontoniidae sp. 2 bLPN1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	18	5	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ciliophora;Oligohymenophorea;Peniculida;Parameciidae;Paramecium;Paramecium polycaryum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	5	0	32	0	0	0	0	0	15	0	0	0	0	5	0	0	10	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	4	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0
Ciliophora;Oligohymenophorea;Peniculida;Urocentridae;Urocentrum;unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	14	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	26	101	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	7	0	0	0	0	0	53	0	0	0	0	0	0
Ciliophora;Oligohymenophorea;Philasterida;Loxocephalidae;Dexiotricha;Dexiotricha elliptica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ciliophora;Oligohymenophorea;Philasterida;Loxocephalidae;Dexiotricha;unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ciliophora;Oligohymenophorea;Philasterida;Thigmophryidae;Myxophyllum;Myxophyllum magnum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	40	0	0	0	1	0	14	0	9	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ciliophora;Oligohymenophorea;Pleuronematida;Cyclidiidae;Cyclidium;unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	49	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	64	23	0	0	0	0	0	0	0	0	0	0	11	14	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	4	0	0	0	0	33	0	0	0	0	0	0
Ciliophora;Oligohymenophorea;Sessilida;Epistylidae;Epistylis;unknown	0	8	0	0	1104	147	386	0	596	0	5031	0	0	0	0	0	0	0	0	2	0	7	16	0	0	0	0	0	0	0	0	0	0	0	0	14	0	104	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	34	0	10	126	0	0	0	0	0	3	0	0	0	3	10	1140	0	26	26	0	10	0	0	0	0	0	18	0	7	73	0	37	0	4	0	0	3	0	0	0	0	273	0	0	0	0	0	40	0
Ciliophora;Oligohymenophorea;Sessilida;Epistylidae;Orborhabdostyla;Orborhabdostyla bromelicola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ciliophora;Oligohymenophorea;Sessilida;Epistylidae;unknown;unknown	0	0	0	0	61	0	102	0	113	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ciliophora;Oligohymenophorea;Sessilida;unknown;unknown;unknown	0	0	0	0	15	0	22	0	45	0	141	0	0	0	0	5	11	0	0	0	0	0	44	0	0	12	0	0	0	10	0	0	0	0	0	5	41	9	0	0	0	0	12	0	53	10	0	0	0	0	0	52	0	0	0	10	0	0	0	0	0	0	0	8	0	18	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	43	20	0	0	25	0	20	0	41	1	43	7	0	0	0	36	14	0	0	12	0	0	4	34	504	0	0	8	6	1	0	0	0	13	1	10	0	29	36	8	0	0	0	0	1	1	0	0	0	0	41	29	0	24	0	4	43	0
Ciliophora;Oligohymenophorea;Sessilida;Vaginicolidae;unknown;unknown	36	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	5	0	14	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	2	0	0	35	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ciliophora;Oligohymenophorea;Sessilida;Vaginicolidae;Vaginicola;Vaginicola sp. NMW-2014	18	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	54	0	11	0	0	0	0	10	0	0	0	9	0	7	0	0	22	0	0	8	0	0	9	19	0	14	0	12	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	7	0	0	0	12	17	0	7	6	0	69	0	0	0	0	0	5	0	0	0	0	21	0	0	5	21	0	0	0	1	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0
Ciliophora;Oligohymenophorea;Sessilida;Vorticellidae;unknown;unknown	37	9	0	5	168	10	60	0	101	6	155	0	0	0	29	0	0	19	0	0	0	0	15	0	0	7	4	4	26	0	0	33	3	13	20	0	2	6	0	0	0	5	18	0	46	63	1	0	2	13	27	60	11	8	0	0	8	0	3	0	0	0	6	0	0	0	0	15	37	0	0	0	0	18	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	46	173	0	18	52	85	353	7	28	54	11	16	22	35	0	0	0	1	658	31	150	0	0	67	0	0	7	1	0	73	0	140	78	51	20	0	52	0	37	5	29	6	0	22	17	9	0	0	0	1726	46	0
Ciliophora;Oligohymenophorea;Sessilida;Vorticellidae;Vorticella;unknown	0	0	0	0	0	0	32	0	0	0	0	0	5	0	24	4	19	0	0	0	0	0	0	0	0	37	0	21	0	133	4	0	0	20	40	0	35	0	0	0	0	0	0	0	0	83	30	0	0	0	0	9	0	0	0	0	0	2	0	2	3	0	25	0	0	0	0	0	0	0	0	10	0	870	5	0	0	0	10	0	0	0	0	0	135	4	0	17	79	0	0	0	0	0	1	3	0	16	1	82	0	32	272	0	0	0	35	51	144	76	177	0	59	17	0	0	0	0	0	0	0	1	0	1	511	0	0	15	115	68	0	0	0	0	0	49	0	0	0	0	0	0
Ciliophora;Oligohymenophorea;Sessilida;Vorticellidae;Vorticella;Vorticella sp. ZL-2018a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ciliophora;Oligohymenophorea;Sessilida;Zoothamniidae;Zoothamnium;Zoothamnium intermedium	0	0	0	0	26	0	2	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ciliophora;Oligohymenophorea;unknown;unknown;unknown;unknown	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4	0	0	0	0	0	0	0	0	4	4	0	0	20	0	11	0	26	0	79	0	0	9	0	0	0	0	2	6	4	1	4	0	32	0	1	0	0	0	0	0	0	0	1	0	0	0	28	0	38	0	8	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	58	0	0	8	0	8	1	4	0	18	0	40	0	0	0	0	0	0	1	0	0	0	0	2	35	17	0	0	0	0	0	11	0	0	0	0	6	0	0	0	22	0	77	5	8	0	0	0	0	0	7	0	0	0	0	0	0
Ciliophora;Phyllopharyngea;Chlamydodontida;Chilodonellidae;Phascolodon;Phascolodon vorticella	0	0	0	0	29	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0
Ciliophora;Phyllopharyngea;Chlamydodontida;Chilodonellidae;Pseudochilodonopsis;unknown	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ciliophora;Phyllopharyngea;Chlamydodontida;Chilodonellidae;Trithigmostoma;Trithigmostoma cucullulus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	18	0	0	0	0	0	0	0	0	226	2	0	0	0	1	0	0	0	0	10	0	17	0	0	0	0	4	0	0	0	5	0	0	0	0	0	0	0	0	35	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
